state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,physical_inactivity_raw_value,excessive_drinking_raw_value,motor_vehicle_crash_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,inadequate_social_support_raw_value,children_in_single-parent_households_raw_value,violent_crime_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,access_to_recreational_facilities_raw_value,limited_access_to_healthy_foods_raw_value,fast_food_restaurants_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,mental_health_providers_raw_value,health_care_costs_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,could_not_see_doctor_due_to_cost_raw_value,median_household_income_raw_value,high_housing_costs_raw_value,children_eligible_for_free_lunch_raw_value,homicides_raw_value,access_to_parks_raw_value,driving_alone_to_work_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,breastfeeding_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,drug_arrests_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,influenza_immunizations_65+_raw_value,dental_utilization_raw_value,cervical_cancer_screening_raw_value,colon_cancer_screening_raw_value,cholesterol_screening_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,lead_poisoned_children_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
OK,McIntosh County,13082.64,0.215,4.5,5.8,0.092,0.284,0.358,0.369,0.087,27.29140034,365.4,60.26629292,0.27,0.000295741,0.000443612,71.75999999,0.83172147,0.595959596,0.731,0.433170229,0.089,0.336,0.238,0.335229967,230.5802937,10.42,0.651212458,0,0.061788668,0.32,587.4,99.79454065,1609.657948,0.124,66.5,4.92902E-05,10755.76,0.321,0.133,0.17,32487,0.249936468,0.631266846,7.900142203,0.06,0.807317439,20360,0.206286837,0.224852652,0.034724951,0.181385069,0.003929273,0.000442043,0.022642436,0.691011788,0.001416208,0.501178782,0.873000198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Major County,10391.26,0.218,4.3,2.8,0.091,0.144,0.304,0.346,0.062,34.44580527,159.4,43.8340152,0.241,0.000532198,0.00013305,79.50999999,0.861788618,0.623853211,0.78,0.469387755,0.038,0.182,0.115,0.158381503,87.18795888,9.86,0.206868018,13.30494944,0.143150911,0.285714286,404.8,,,0.112,,,9824.48,0.267,0.178,0.112,45374,0.181161695,0.432795699,,0.21,0.833055556,7657,0.241086587,0.187802011,0.006660572,0.025075095,0.003656785,0.001044796,0.076792478,0.870706543,0.011892963,0.511296853,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Marshall County,9210.92,0.256,4.8,4.6,0.067,0.22,0.343,0.326,0.151,30.15596287,132.6,74.60925981,0.284,0.000314941,0.000125976,109.5999999,0.745508982,0.528634361,0.686,0.489200234,0.063,0.27,,0.331102784,331.685744,10.37,0.672391373,0,0.041717879,0.45,429.9,87.12552778,,0.116,67.8,,11688.48,0.332,0.173,0.173,35610,0.202835696,0.697846568,,0.04,0.734684477,16049,0.241697302,0.200510935,0.01588884,0.103370927,0.002554676,0.000498473,0.146551187,0.686460216,0.042972492,0.501464266,0.721022727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Mayes County,10402.57,0.206,4.6,4.2,0.072,0.292,0.347,0.383,0.096,27.20723076,264.2,62.56138283,0.234,0.000436047,0.000242248,77.22999978,0.66571835,0.546296296,0.812,0.502924587,0.078,0.268,0.157,0.25978785,320.4415338,10.05,0.087497652,2.42248062,0.010969481,0.421052632,496.5,80.92347971,710.3648692,0.123,45.8,,9955.77,0.283,0.124,0.151,40229,0.227871706,0.572441472,4.59342857,0.18,0.809152054,41389,0.255043611,0.15997004,0.005726159,0.214767209,0.004107372,0.000531542,0.029065694,0.667327068,0.003010787,0.503805359,0.773988706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Murray County,10858.91,0.165,3.5,3.7,0.092,0.245,0.337,0.325,0.116,33.9079454,200.2,78.14227792,0.23,0.000222058,0.000222058,111.8099999,0.768558952,0.475409836,0.785,0.44735979,0.036,0.222,0.121,0.306441526,186.748529,10.2,0.131881428,7.4019245,0.038013249,0.523809524,546.8,,,0.117,,,11460.34,0.279,0.116,0.122,39914,0.184406913,0.410974674,,0.5,0.877946282,13571,0.242355022,0.174784467,0.015621546,0.127035591,0.003684327,0.000663179,0.052612188,0.751528996,0.009166198,0.502173753,0.456998814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Muskogee County,11346.13,0.246,5.5,5.4,0.083,0.321,0.321,0.363,0.096,17.71201485,459.2,71.55407452,0.225,0.000534338,0.000506215,83.96999979,0.718408736,0.606971154,0.798,0.523163907,0.074,0.337,0.238,0.379622021,688.7347998,10.51,0.092101579,9.843073289,0.055454907,0.575757576,565.1,83.48326736,857.4928542,0.122,90.7,0.000140615,10954.52,0.278,0.105,0.171,35443,0.29586783,0.566828985,6.311177707,0.26,0.785169384,71003,0.247637424,0.148514852,0.111431911,0.179950143,0.00608425,0.000845035,0.055420194,0.581017704,0.011919623,0.510682647,0.411170587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Noble County,8415.16,0.237,3,3.2,0.053,0.261,0.338,0.326,0.131,18.63168878,129.7,43.4454099,0.194,0.000346171,0.000259628,108.3899999,0.811764706,0.710743802,0.859,0.534674811,0.048,0.202,0.176,0.289387903,153.4964725,9.82,0.084278272,0,0.092056798,0.285714286,375.2,115.5966566,1518.987342,0.116,143,,8669.56,0.234,0.103,0.172,43416,0.237254469,0.501144165,,0.43,0.795187571,11578,0.244256348,0.169113837,0.020383486,0.087666264,0.004145794,0.000604595,0.027465884,0.825185697,0.000647908,0.504232164,0.56301358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Nowata County,8746.92,0.214,4.2,4.6,0.059,0.268,0.326,0.304,0.093,16.06640782,208.8,53.125,0.229,9.50751E-05,0.00019015,78.2099998,0.788043478,0.511627907,0.877,0.558070026,0.079,0.265,0.212,0.313847278,476.7097679,9.18,0.518399533,0,0.095339001,0.222222222,436.6,,,0.122,91.3,,9762.53,0.277,0.118,0.173,38453,0.197158952,0.505070994,,0.24,0.823108856,10629,0.241320915,0.178944397,0.020509926,0.188728949,0.001223069,0.000376329,0.025308119,0.680402672,0.005215124,0.508420359,0.579347001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Okfuskee County,13077.12,0.241,4.1,2.8,0.082,0.288,0.329,0.375,0.072,28.58470004,188.7,66.98920729,0.247,0.000163559,0.000163559,81,0.836236934,0.487179487,0.766,0.430244229,0.085,0.319,,0.307311904,266.2961677,10.29,0.099754058,0,0.130291622,0.285714286,584.5,124.6771752,,0.127,97.5,,11216.05,0.303,0.123,0.194,31150,0.25017325,0.611185682,,0.15,0.762823529,12348,0.233317136,0.167557499,0.081308714,0.201814059,0.001781665,0.001943635,0.032150956,0.627793975,0.003093786,0.466634273,0.74144861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Oklahoma County,9150.38,0.187,4,4.1,0.089,0.242,0.297,0.302,0.156,12.60604451,484,64.50446475,0.225,0.000805492,0.00090254,60.73999989,0.826199918,0.616765286,0.721,0.611221183,0.061,0.261,0.216,0.370135068,715.2056111,10.06,0.002575741,9.704726757,0.09067094,0.527684564,449.7,82.5482809,864.8403103,0.102,290.5,0.000389576,10333.07,0.279,0.097,0.187,43101,0.31880527,0.555940273,9.100949204,0.49,0.821087184,732371,0.253973737,0.120518153,0.149881686,0.041405244,0.030791771,0.001719074,0.155314724,0.589212298,0.046630296,0.50997377,0.062753867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Okmulgee County,12178.62,0.212,4.4,4.6,0.084,0.267,0.351,0.343,0.102,26.66253518,489.2,69.50917204,0.208,0.000423476,0.000423476,80.18999982,0.823605707,0.489082969,0.792,0.500374773,0.097,0.328,0.218,0.390684313,334.2538646,10.35,0.400257427,4.982064568,0.113397915,0.567567568,555.7,109.0540198,831.0249308,0.112,46.2,0.000074731,9496.55,0.255,0.101,0.23,35226,0.25169486,0.599382803,7.566395117,0.05,0.782547949,39937,0.244159551,0.160552871,0.086711571,0.163382327,0.00358064,0.000200316,0.036006711,0.642912587,0.003524632,0.504569697,0.485512491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Osage County,9241.16,0.176,4.2,4,0.082,0.274,0.319,0.351,0.132,24.06900187,202.2,41.8663532,0.209,8.43668E-05,0.000210917,72.51999998,0.735294118,0.508196721,0.267,0.510089376,0.074,0.244,0.211,0.28045917,509.9692148,9.54,0.365662561,4.218341348,0.120584331,0.548387097,441.4,64.67329209,554.208521,0.113,198.7,2.10917E-05,11193.65,0.251,0.114,0.157,43170,0.22269912,0.50635881,4.874734556,0.13,0.81940606,47425,0.239114391,0.154074855,0.114370058,0.14540854,0.003120717,0.000253031,0.031966263,0.643268318,0.00375399,0.495687928,0.594729525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Ottawa County,11461.47,0.22,4.7,4.8,0.077,0.331,0.343,0.358,0.104,32.27717694,427,65.9841994,0.247,0.000439547,0.000188377,102.7399998,0.715396579,0.56443299,0.731,0.492470493,0.06,0.305,0.209,0.360959793,224.6536589,9.47,0,3.13961885,0.086557403,0.378378378,569.7,95.47146994,796.178344,0.128,59.4,0.000125585,10405.55,0.305,0.117,0.18,34431,0.244521912,0.605263158,,0.39,0.796129819,31860,0.246704332,0.169648462,0.009761456,0.1868801,0.005555556,0.010106717,0.049591965,0.672849969,0.012178347,0.509887006,0.493092188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Pawnee County,11101.48,0.182,4.8,4.6,0.084,0.26,0.349,0.388,0.138,35.36586418,247.3,54.93412876,0.251,0.000301641,0.000542954,77.25,0.741433022,0.51010101,0.858,0.521186441,0.082,0.248,0.249,0.362672584,222.80286,9.84,0.455497382,0,0.008699216,0.529411765,563.9,,,0.146,53.2,6.03282E-05,12175.63,0.302,0.136,0.191,41938,0.204474343,0.569877408,,0.3,0.790052135,16730,0.246204423,0.165032875,0.009145248,0.119665272,0.00334728,0.000478183,0.024985057,0.788344292,0.000643584,0.501195457,0.81130482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Payne County,6941.76,0.167,4,4.5,0.059,0.19,0.312,0.276,0.153,15.2917182,471.9,23.26768782,0.217,0.000684366,0.00050359,70.08999991,0.834730539,0.597063622,0.869,0.67457384,0.054,0.24,0.187,0.264101843,220.1573749,10.02,0.004359601,3.873766851,0.121421622,0.534653465,374,57.76805252,491.1810672,0.089,58.1,0.000374464,9694.41,0.253,0.107,0.162,37075,0.383505432,0.410349437,,0.32,0.744434839,77988,0.184848951,0.105721393,0.037621173,0.048507463,0.039249628,0.000679592,0.041762835,0.788582859,0.010599232,0.489934349,0.337336781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Pittsburg County,11332.25,0.207,4.8,5.4,0.091,0.281,0.321,0.35,0.134,32.9627141,277.1,72.44594733,0.22,0.000524155,0.000349437,82.17999983,0.720930233,0.595070423,0.85,0.483213325,0.061,0.234,0.215,0.360737066,236.4083551,10.41,0.598791676,2.183978335,0.178998746,0.538461539,512.2,84.83668937,857.1428571,0.125,72.9,0.000152879,10425.45,0.261,0.117,0.188,41712,0.227018385,0.57948403,7.923729351,0.27,0.847462385,45625,0.221041096,0.175736986,0.03539726,0.140953425,0.004865753,0.000547945,0.042213699,0.712438356,0.007010001,0.491638356,0.51916574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Pontotoc County,12732.01,0.24,4.4,4.8,0.078,0.277,0.368,0.352,0.142,32.74058412,322.7,57.53424658,0.223,0.000638536,0.000372479,60.66999996,0.687400319,0.545454546,0.791,0.585755814,0.049,0.248,0.208,0.324395857,592.6005496,10.25,0,2.660565104,0.085448432,0.452380952,568.8,86.87090983,1094.339623,0.11,24.7,0.000266057,10165.5,0.272,0.103,0.184,40378,0.260642978,0.512765654,3.94464869,0.13,0.820581528,37799,0.23603799,0.149474854,0.024974206,0.176724252,0.007301781,0.000449747,0.043678404,0.68639382,0.004078563,0.51392894,0.535900992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Pottawatomie County,10235.8,0.196,5.2,4.5,0.076,0.306,0.344,0.352,0.148,26.57315149,446.4,58.91358585,0.206,0.000445108,0.000445108,76.67999983,0.799658994,0.618229855,0.781,0.528257959,0.057,0.275,0.213,0.353646412,469.2840911,10.17,0.134583929,4.307497918,0.082645578,0.696428571,489.7,96.85580051,924.9743063,0.106,72.6,0.000100508,10357.48,0.258,0.09,0.196,41520,0.249772682,0.549980996,4.603223093,0.22,0.823507155,70280,0.248349459,0.14526181,0.029852021,0.129667046,0.00616107,0.000754126,0.043682413,0.740978941,0.004275358,0.520660216,0.506710636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Pushmataha County,14456.84,0.291,6.3,4.9,0.079,0.402,0.305,0.353,0.083,43.57189986,198.8,69.35598018,0.266,0.000345453,0.000172727,169.4099999,0.714859438,0.46031746,0.803,0.44018341,0.075,0.394,0.333,0.502098436,239.7465536,10.56,0.681053466,0,0.131102027,0.4,608.2,131.061599,,0.129,,,12739.42,0.32,0.133,0.221,30190,0.236655546,0.681494662,,0.16,0.720296438,11478,0.225039205,0.208137306,0.008712319,0.17494337,0.002526573,0.000435616,0.030667364,0.731921938,0.000741084,0.508973689,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Roger Mills County,9401.08,0.196,3.2,4.5,,0.161,0.333,0.359,,,219.4,73.17073171,0.243,0.000274499,0.000274499,105.3799999,0.597014925,0.43902439,0.639,0.564231738,0.029,0.189,0.187,0.188195991,57.87595254,9.69,0,0,0.17256553,,446.7,,,0.115,,,12927.91,0.269,0.185,,50761,0.151851852,0.426533524,,0.32,0.836486487,3702,0.264721772,0.156401945,0.007023231,0.067531064,0.003511615,0.000540249,0.056185846,0.852512156,0.004460303,0.497028633,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Rogers County,7239.2,0.17,4,3.6,0.074,0.25,0.324,0.316,0.121,19.16108657,199.1,35.29956049,0.173,0.000425082,0.000367639,87.44999981,0.77970297,0.594684385,0.796,0.608386407,0.065,0.143,0.18,0.200107009,142.9789213,9.81,0.224261434,5.744353301,0.05373584,0.544303798,361.1,65.11207001,751.738395,0.113,74.3,8.04209E-05,10019.59,0.209,0.098,0.14,54974,0.225230846,0.367125601,2.052973561,0.04,0.863928527,87706,0.256162634,0.137561854,0.01141313,0.129637653,0.010991266,0.000877933,0.040510341,0.735491301,0.006672433,0.503967802,0.502951499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Seminole County,13336.76,0.294,5.7,5.6,0.079,0.288,0.364,0.359,0.079,32.42062634,325.7,66.51305684,0.238,0.000353621,0.00031433,83.06999993,0.763829787,0.601973684,0.788,0.480176991,0.078,0.306,0.181,0.424581863,311.3577907,10.23,0.21069989,0,0.04432387,0.608695652,629.8,98.86307464,1000,0.119,62.7,7.85824E-05,10099.81,0.294,0.115,0.228,32976,0.237297297,0.668581617,7.962960856,0.15,0.82684437,25292,0.258935632,0.158390005,0.047959829,0.186264431,0.002807212,0.000830302,0.038945121,0.664439348,0.006148236,0.508303021,0.646731026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Sequoyah County,11065.82,0.258,5.9,4.8,0.077,0.299,0.361,0.393,0.095,22.39232736,250.1,67.47130985,0.238,0.000282785,0.000306351,88.00999999,0.579626973,0.503267974,0.817,0.431178561,0.096,0.324,0.27,0.313692946,350.5941733,10.81,0.072793402,4.713090609,0.040390245,0.473684211,547.7,64.06443051,862.6887132,0.142,73,,11035.56,0.297,0.105,0.24,36080,0.22628866,0.646338699,6.200952191,0.01,0.814396304,42341,0.257244751,0.153326563,0.01990978,0.205946955,0.005219527,0.000614062,0.037528637,0.649181644,0.004615307,0.505491132,0.666249912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Stephens County,10708.02,0.176,3.5,3.8,0.075,0.202,0.308,0.3,0.114,26.57161374,306.3,56.02983024,0.195,0.000510057,0.000421351,75.47999978,0.82304038,0.542314335,0.875,0.471703479,0.055,0.236,0.186,0.255045002,254.8223427,10.06,0.594803891,2.217639101,0.055087774,0.452830189,496.5,84.51894633,955.4140127,0.101,42.8,,10020.95,0.234,0.105,0.161,43765,0.222527935,0.451988944,3.88852884,0.32,0.829293201,45197,0.238312277,0.174237228,0.019492444,0.053808881,0.005752594,0.000442507,0.06473881,0.820209306,0.007875901,0.511693254,0.433248979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Texas County,8393.1,0.129,2.9,1.7,0.065,0.173,0.301,0.304,0.131,29.70433321,174.4,84.01471791,0.281,0.000479501,0.000335651,90.56999993,0.754807692,0.47826087,0.725,0.41336542,0.051,0.206,0.227,0.252031115,173.5173272,10.5,0.007272923,0,0.347178882,0.25,390.4,113.3045714,788.6435331,0.082,65,,9079.37,0.347,0.15,0.186,44550,0.208228026,0.55901044,,0.38,0.734278031,21312,0.287725225,0.099380631,0.017548799,0.020082583,0.020082583,0.003941441,0.436936937,0.504363739,0.127214433,0.476961336,0.450678295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Tillman County,9629,0.205,5.8,,0.081,,0.325,0.343,,32.80556659,337.8,75.69913211,0.247,0.000500063,0.000250031,140.3899999,0.770408163,0.546218487,0.743,0.472206626,0.059,0.327,,0.352692714,348.3004616,9.9,0.792924741,0,0.167701659,0.25,466.5,,,0.131,,,12285.5,0.304,0.12,0.189,32122,0.212887149,0.696338384,,0.48,0.773426573,8061,0.245130877,0.181987347,0.068974073,0.041185957,0.003597569,0.001364595,0.227887359,0.642724228,0.031640521,0.497829054,0.512137137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Tulsa County,8960.72,0.17,3.8,4,0.084,0.239,0.29,0.285,0.147,14.16282049,521.4,55.52666633,0.218,0.00106704,0.000642537,65.2099998,0.835838846,0.597638012,0.785,0.629338556,0.067,0.21,0.204,0.349517852,846.2942443,10.08,0.048163523,13.54447295,0.090591858,0.522926829,435.4,78.85602671,863.4683019,0.096,239.6,0.000368344,9816.19,0.268,0.101,0.177,46497,0.309149094,0.481354083,9.556228358,0.6,0.816877293,610599,0.254885776,0.12269591,0.104428602,0.064649631,0.024330207,0.001062891,0.113405033,0.649522846,0.030740219,0.511776141,0.047793929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Wagoner County,8174.93,0.187,4.4,4.7,0.074,0.264,0.311,0.344,0.102,15.27640883,125.9,37.05524488,0.206,0.000286123,0.000204374,82.98999977,0.826649418,0.604790419,0.758,0.595192512,0.065,0.175,0.206,0.2533565,267.8239422,10.36,0.203969224,2.724981266,0.073039801,0.533333333,383.2,40.70645394,413.8216429,0.116,35,1.36249E-05,10503.96,0.249,0.111,0.209,52717,0.260585448,0.439180854,4.603849237,0.03,0.838322072,74098,0.260546843,0.130192448,0.038165673,0.099827256,0.014170423,0.000418365,0.050068828,0.733717509,0.005909812,0.506963751,0.374687008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Washington County,8261.98,0.156,3.7,3.3,0.074,0.226,0.31,0.302,0.09,15.73645163,133.4,48.72177955,0.198,0.000568093,0.000430967,35.28999996,0.846511628,0.666101695,0.824,0.564584597,0.051,0.241,0.153,0.304494193,315.2352748,9.31,0.798270516,13.71258423,0.114797347,0.506329114,399.6,69.20415225,811.485643,0.105,42.4,0.000117536,8509.29,0.239,0.101,0.176,47645,0.235131721,0.433194919,,0.17,0.794536394,51476,0.233681716,0.178316109,0.028168467,0.104242754,0.011714197,0.000388531,0.05400575,0.753030539,0.010967078,0.516201725,0.238818267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Washita County,11029.29,,5,3.8,0.084,0.27,0.279,0.298,0.1,24.90815119,180.6,63.7964775,0.226,0.000172147,0.000172147,117.3,0.753926702,0.5,0.875,0.491708446,0.042,0.229,0.122,0.241344538,287.4871912,9.78,0.00297442,0,0.159915097,0.333333333,503,108.8868414,,0.106,,,11114.5,0.279,0.113,0.133,45374,0.191572546,0.572625698,,0.38,0.795991984,11574,0.255659236,0.169431484,0.008380854,0.03905305,0.003456022,0.000432003,0.08596855,0.84689822,0.005653383,0.509590461,0.752687247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Woods County,8139.01,0.158,3.8,3.5,0.073,0.153,0.29,0.311,0.155,21.44612897,371.7,32.07126949,0.201,0.000786959,0.000449691,94.66999984,0.755395684,0.516129032,0.83,0.599194361,0.037,0.231,0.159,0.27300995,180.215475,10.02,0.125823619,0,0.093569744,0.533333333,420,,,0.092,,0.000224845,7536,0.234,0.106,0.085,38688,0.179271709,0.367109635,,0.26,0.780796253,8775,0.185868946,0.17037037,0.033276353,0.028717949,0.00980057,0.00034188,0.04945869,0.857663818,0.001452257,0.468603989,0.366974544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Woodward County,10175.77,0.146,3.8,3.1,0.079,0.265,0.313,0.321,0.147,29.70906851,199.2,75.67167858,0.244,0.000601082,0.000550992,94.30999994,0.861736334,0.685446009,0.777,0.490579978,0.04,0.198,0.154,0.205213074,230.5148164,9.92,0,5.009016229,0.06403509,0.421052632,504.7,82.12709167,815.771584,0.103,55.3,0.000200361,8868.16,0.292,0.137,0.13,48420,0.208785393,0.490789112,,0.11,0.837743657,20034,0.242687431,0.142407907,0.017220725,0.033443147,0.00678846,0.000648897,0.106868324,0.822451832,0.02462395,0.474792852,0.435087894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Oregon,6076.43,0.137,3.7,3.2,0.061,0.169,0.261145825,0.177746776,0.161,11.5723338,322.4161162,33.00641289,0.197,0.000882154,0.000691446,42.92999995,0.86284161,0.663511227,0.676457767,0.651348509,0.095,0.234,0.16,0.296051976,256.5784594,9.11,0.025472923,11.72384254,0.050859392,0.426177053,317.2,46.38095612,533.8569892,0.078825216,156.6,0.000455927,7156.95,0.237,0.092,0.142,46876,0.392887568,0.434796981,2.805530875,0.544847791,0.718382808,3871859,0.223088444,0.142841204,0.01736711,0.017680138,0.038799708,0.003910525,0.120373443,0.781206909,0.036237085,0.504987139,0.189683624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Baker County,10322,0.115,3.1,2.9,0.086,0.239,0.261,0.203,0.173,21.21171948,142.6,39.23831506,0.202,0.000683697,0.000497234,49.68999994,0.857758621,0.633333333,0.614814815,0.563543004,0.104,0.327,0.14,0.339889367,52.26407994,8.61,0,24.86170676,0.140259194,0.225806452,420.2,90.3138406,1501.877347,0.102,,0.000186463,7159.08,0.239,0.102,0.208,36877,0.306702873,0.42991453,,0.23,0.713840399,15984,0.198198198,0.222284785,0.003628629,0.011636637,0.005317818,0.000813313,0.036286286,0.922297297,0.011808699,0.496746747,0.4100657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Benton County,3712.74,0.113,3.3,2.9,0.056,0.115,0.225,0.147,0.149,8.077183503,288.6,9.157204222,0.176,0.001122453,0.00052615,33.76999998,0.906309751,0.734309623,0.72039072,0.808291268,0.066,0.171,0.126,0.251939021,133.8468135,9.33,0,15.1998784,0.046225779,0.496124031,213.7,22.89489607,,0.068,54.6,0.000748302,6575.38,0.204,0.081,0.113,46272,0.390612379,0.309063595,,0.45,0.642839005,85928,0.171050182,0.123347454,0.010136393,0.009298483,0.054976259,0.002816311,0.066695373,0.829496788,0.01369981,0.498347454,0.187639491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Clackamas County,5100.46,0.119,3.2,2.9,0.057,0.154,0.264,0.171,0.156,9.740656957,253.2,20.08234795,0.155,0.000838292,0.000681775,36.16999996,0.892247043,0.662962963,0.722118264,0.688830187,0.087,0.159,0.134,0.235684863,123.1411683,9.8,0.001099092,12.46826561,0.031140333,0.458174905,268.5,32.65547635,414.3380227,0.087,96.2,0.000429757,7106.5,0.185,0.081,0.112,58496,0.392798849,0.294664008,2.142944531,0.44,0.762193313,380207,0.23168958,0.142077868,0.007982494,0.010838833,0.037800461,0.002569653,0.079611896,0.842304324,0.024306521,0.50818107,0.180785761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Clatsop County,6584.54,0.132,3.7,3,0.059,0.209,0.259,0.196,0.147,11.30820313,305.1,30.89392694,0.212,0.000728509,0.000782473,65.55999994,0.869936034,0.640326976,0.663811563,0.585033193,0.085,0.276,0.157,0.367524806,158.6834622,10.6,0.002052071,10.7927257,0.106189757,0.245901639,338.2,55.26478333,561.0098177,0.09,74.8,0.000134909,8488.06,0.252,0.096,0.152,43544,0.40383774,0.434279919,,0.35,0.749985621,37153,0.201544963,0.171964579,0.00573305,0.012542729,0.013807768,0.002530078,0.077732619,0.869270315,0.019807648,0.504266143,0.389724345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
